scenario,year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
D,2024,2024-04-13,2024-04-15,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.156,0.232,0.231,0.219,0.161
D,2024,2024-04-14,2024-04-16,Big Dataland Surveys,National,Online,10000,RV,None,0.195,0.282,0.333,0.051,0.139
D,2024,2024-04-15,2024-04-17,Dataland Daily,National,Online,200,Adults,None,0.2,0.245,0.28,0.045,0.23
D,2024,2024-04-17,2024-04-18,No Province Left Behind,Quantumridge,IVR,500,RV,None,0.11,0.324,0.414,0,0.152
D,2024,2024-04-16,2024-04-18,Dataland Daily,National,Online,200,Adults,None,0.14,0.26,0.345,0.04,0.215
D,2024,2024-04-18,2024-04-19,Metaflux University,Infoglen,IVR,1500,Adults,None,0.295,0.319,0.263,0,0.123
D,2024,2024-04-18,2024-04-19,Metaflux University,Quantumridge,IVR,1500,Adults,None,0.121,0.316,0.419,0,0.143
D,2024,2024-04-18,2024-04-19,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.183,0.22,0.23,0.214,0.154
D,2024,2024-04-17,2024-04-19,Dataland Daily,National,Online,200,Adults,None,0.22,0.275,0.3,0.025,0.18
D,2024,2024-04-19,2024-04-20,Dataland Daily,National,Online,200,Adults,None,0.19,0.275,0.24,0.03,0.265
D,2024,2024-04-19,2024-04-20,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,None,0.193,0.159,0.236,0.24,0.172
D,2024,2024-04-18,2024-04-20,Dataland Daily,National,Online,200,Adults,None,0.195,0.24,0.345,0.05,0.17
D,2024,2024-04-20,2024-04-21,Metaflux University,Byteforge Domain,IVR,1500,Adults,None,0.322,0.141,0.415,0,0.121
D,2024,2024-04-19,2024-04-21,Progressive Polling,Electropolis,Live caller,1000,Adults,PDAL,0.216,0.306,0.379,0,0.099
D,2024,2024-04-21,2024-04-22,Dataland Daily,National,Online,200,Adults,None,0.135,0.25,0.36,0.06,0.195
D,2024,2024-04-20,2024-04-22,Dataland Daily,National,Online,200,Adults,None,0.155,0.28,0.285,0.045,0.235
D,2024,2024-04-22,2024-04-23,Metaflux University,Metaflux Realm,IVR,1500,Adults,None,0.249,0.248,0.345,0,0.158
D,2024,2024-04-22,2024-04-23,Dataland Daily,National,Online,200,Adults,None,0.1,0.265,0.315,0.03,0.29
D,2024,2024-04-23,2024-04-24,Metaflux University,Infinitron Peninsula,IVR,1500,Adults,None,0.246,0.37,0.215,0,0.169
D,2024,2024-04-22,2024-04-24,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.34,0.245,0.252,0,0.163
D,2024,2024-04-23,2024-04-25,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.377,0.239,0.222,0,0.162
D,2024,2024-04-23,2024-04-25,Metaflux University,Metaflux Realm,IVR,1500,Adults,None,0.275,0.254,0.283,0,0.189
D,2024,2024-04-23,2024-04-25,Dataland Daily,National,Online,200,Adults,None,0.15,0.24,0.295,0.065,0.25
D,2024,2024-04-23,2024-04-25,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.172,0.227,0.245,0.238,0.118
D,2024,2024-04-25,2024-04-26,Metaflux University,Byteforge Domain,IVR,1500,Adults,None,0.309,0.151,0.401,0,0.138
D,2024,2024-04-25,2024-04-26,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.163,0.287,0.403,0,0.147
D,2024,2024-04-25,2024-04-26,Dataland Daily,National,Online,200,Adults,None,0.165,0.36,0.205,0.045,0.225
D,2024,2024-04-24,2024-04-26,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,PDAL,0.233,0.12,0.521,0,0.126
D,2024,2024-04-24,2024-04-26,Dataland Daily,National,Online,200,Adults,None,0.19,0.28,0.245,0.035,0.25
D,2024,2024-04-27,2024-04-28,Dataland Daily,National,Online,200,Adults,None,0.13,0.275,0.36,0.035,0.2
D,2024,2024-04-26,2024-04-28,Dataland Daily,National,Online,200,Adults,None,0.15,0.31,0.29,0.045,0.205
D,2024,2024-04-28,2024-04-29,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,None,0.269,0.307,0.327,0,0.097
D,2024,2024-04-28,2024-04-29,Dataland Daily,National,Online,200,Adults,None,0.215,0.23,0.31,0.045,0.2
D,2024,2024-04-29,2024-04-30,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.315,0.125,0.419,0,0.141
D,2024,2024-04-29,2024-04-30,Proudly Paid For Polling,Byteforge Domain,Online,1000,RV,DGM,0.325,0.16,0.382,0,0.133
D,2024,2024-04-29,2024-04-30,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,CC,0.152,0.186,0.238,0.266,0.158
D,2024,2024-04-29,2024-04-30,Dataland Daily,National,Online,200,Adults,None,0.175,0.275,0.325,0.06,0.165
D,2024,2024-04-28,2024-04-30,Proudly Paid For Polling,Amperville,Online,1000,RV,PDAL,0.028,0.187,0.648,0,0.137
D,2024,2024-04-28,2024-04-30,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,RV,None,0.265,0.261,0.324,0,0.149
D,2024,2024-04-30,2024-05-01,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.339,0.259,0.319,0,0.083
D,2024,2024-04-30,2024-05-01,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.195,0.247,0.24,0.233,0.085
D,2024,2024-04-30,2024-05-01,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,None,0.096,0.422,0.37,0,0.112
D,2024,2024-04-30,2024-05-01,Proudly Paid For Polling,Voltagea,Online,1000,RV,CC,0.125,0.417,0.378,0,0.08
D,2024,2024-04-29,2024-05-01,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.118,0.207,0.247,0.317,0.111
D,2024,2024-05-01,2024-05-02,Dataland Daily,National,Online,200,Adults,None,0.2,0.225,0.275,0.06,0.24
D,2024,2024-04-30,2024-05-02,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.194,0.271,0.411,0,0.125
D,2024,2024-04-30,2024-05-02,Dataland Daily,National,Online,200,Adults,None,0.14,0.36,0.225,0.065,0.21
D,2024,2024-04-30,2024-05-02,Proudly Paid For Polling,National,Online,1000,RV,DGM,0.162,0.302,0.358,0.051,0.127
D,2024,2024-04-30,2024-05-02,No Province Left Behind,Quantumridge,IVR,500,RV,None,0.14,0.364,0.424,0,0.072
D,2024,2024-04-30,2024-05-02,Proudly Paid For Polling,Synapse Territories,Online,1000,RV,CC,0.218,0.235,0.263,0.196,0.088
D,2024,2024-05-02,2024-05-03,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.263,0.297,0.249,0.083,0.107
D,2024,2024-05-02,2024-05-03,Proudly Paid For Polling,National,Online,1000,RV,PDAL,0.194,0.235,0.429,0.041,0.101
D,2024,2024-05-02,2024-05-03,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,None,0.065,0.228,0.145,0.454,0.108
D,2024,2024-05-03,2024-05-04,Proudly Paid For Polling,Circuiton,Online,1000,RV,PDAL,0.065,0.415,0.434,0,0.086
D,2024,2024-05-03,2024-05-04,Dataland Daily,National,Online,200,Adults,None,0.23,0.195,0.335,0.04,0.2
D,2024,2024-05-03,2024-05-04,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,None,0.076,0.383,0.431,0,0.11
D,2024,2024-05-02,2024-05-04,Dataland Daily,National,Online,200,Adults,None,0.16,0.21,0.305,0.07,0.255
D,2024,2024-05-02,2024-05-04,Progressive Polling,Voltagea,Live caller,1000,Adults,None,0.055,0.401,0.402,0,0.142
D,2024,2024-05-04,2024-05-05,Synapse Strategies,Synapse Territories,Online,1000,RV,SSP,0.172,0.218,0.249,0.262,0.099
D,2024,2024-05-05,2024-05-06,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,None,0.269,0.319,0.315,0,0.097
D,2024,2024-05-05,2024-05-06,Dataland Daily,National,Online,200,Adults,None,0.235,0.275,0.205,0.05,0.235
D,2024,2024-05-04,2024-05-06,Dataland Daily,National,Online,200,Adults,None,0.105,0.365,0.265,0.095,0.17
D,2024,2024-05-06,2024-05-07,Dataland Daily,National,Online,200,Adults,None,0.165,0.295,0.355,0.025,0.16
D,2024,2024-05-05,2024-05-07,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,None,0.168,0.297,0.445,0,0.09
D,2024,2024-05-07,2024-05-08,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.171,0.316,0.41,0,0.103
D,2024,2024-05-07,2024-05-08,Progressive Polling,Circuiton,Live caller,1000,Adults,None,0.049,0.459,0.413,0,0.079
D,2024,2024-05-06,2024-05-08,No Province Left Behind,Infinitron Peninsula,IVR,500,RV,None,0.37,0.32,0.222,0,0.088
D,2024,2024-05-08,2024-05-09,Proudly Paid For Polling,Quantumridge,Online,1000,LV,DGM,0.138,0.407,0.389,0,0.066
D,2024,2024-05-07,2024-05-09,Proudly Paid For Polling,Cortexia,Online,1000,LV,PDAL,0.145,0.23,0.318,0.24,0.067
D,2024,2024-05-07,2024-05-09,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.31,0.26,0.321,0,0.11
D,2024,2024-05-07,2024-05-09,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.27,0.318,0.306,0,0.106
D,2024,2024-05-07,2024-05-09,Dataland Daily,National,Online,200,Adults,None,0.18,0.3,0.29,0.05,0.18
D,2024,2024-05-07,2024-05-09,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.189,0.24,0.252,0.218,0.1
D,2024,2024-05-09,2024-05-10,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.267,0.291,0.291,0.042,0.109
D,2024,2024-05-09,2024-05-10,Cobolite Coalition Calling,Circuit Confederation,IVR,2000,RV,CC,0.213,0.194,0.466,0,0.128
D,2024,2024-05-09,2024-05-10,Dataland Daily,National,Online,200,Adults,None,0.155,0.305,0.335,0.055,0.15
D,2024,2024-05-08,2024-05-10,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,PDAL,0.261,0.254,0.397,0,0.088
D,2024,2024-05-08,2024-05-10,Dataland Daily,National,Online,200,Adults,None,0.15,0.305,0.35,0.06,0.135
D,2024,2024-05-08,2024-05-10,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.246,0.284,0.314,0.054,0.103
D,2024,2024-05-10,2024-05-11,Proudly Paid For Polling,Cortexia,Online,1000,LV,DGM,0.128,0.263,0.259,0.246,0.104
D,2024,2024-05-09,2024-05-11,Progressive Polling,Infoglen,Live caller,1000,Adults,None,0.253,0.35,0.296,0,0.101
D,2024,2024-05-11,2024-05-12,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.282,0.273,0.257,0.077,0.111
D,2024,2024-05-11,2024-05-12,Proudly Paid For Polling,National,Online,1000,LV,DGM,0.216,0.347,0.288,0.049,0.1
D,2024,2024-05-10,2024-05-12,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,CC,0.803,0.016,0.091,0,0.09
D,2024,2024-05-10,2024-05-12,Dataland Daily,National,Online,200,Adults,None,0.165,0.31,0.31,0.035,0.18
D,2024,2024-05-12,2024-05-13,Dataland Daily,National,Online,200,Adults,None,0.22,0.245,0.37,0.045,0.12
D,2024,2024-05-11,2024-05-13,Dataland Daily,National,Online,200,Adults,None,0.185,0.255,0.395,0.025,0.14
D,2024,2024-05-13,2024-05-14,Proudly Paid For Polling,National,Online,1000,LV,PDAL,0.192,0.273,0.394,0.062,0.079
D,2024,2024-05-13,2024-05-14,Proudly Paid For Polling,Voltagea,Online,1000,LV,PDAL,0.087,0.371,0.474,0,0.068
D,2024,2024-05-14,2024-05-15,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.264,0.341,0.272,0.061,0.062
D,2024,2024-05-14,2024-05-15,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.158,0.358,0.405,0,0.079
D,2024,2024-05-14,2024-05-15,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.3,0.289,0.316,0,0.096
D,2024,2024-05-14,2024-05-15,Dataland Daily,National,Online,200,Adults,None,0.135,0.3,0.255,0.09,0.22
D,2024,2024-05-14,2024-05-15,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.182,0.256,0.269,0.216,0.077
D,2024,2024-05-13,2024-05-15,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,RV,None,0.324,0.261,0.335,0,0.081
D,2024,2024-05-13,2024-05-15,Dataland Daily,National,Online,200,Adults,None,0.18,0.32,0.26,0.07,0.17
D,2024,2024-05-15,2024-05-16,Dataland Daily,National,Online,200,Adults,None,0.17,0.33,0.255,0.045,0.2
D,2024,2024-05-14,2024-05-16,Metaflux University,Binaryshire,IVR,1500,RV,None,0.761,0.034,0.117,0,0.088
D,2024,2024-05-14,2024-05-16,No Province Left Behind,Infinitron Peninsula,IVR,500,LV,None,0.278,0.41,0.194,0,0.118
D,2024,2024-05-14,2024-05-16,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.155,0.301,0.238,0.213,0.093
D,2024,2024-05-16,2024-05-17,Proudly Paid For Polling,Circuiton,Online,1000,LV,DGM,0.06,0.545,0.311,0,0.084
D,2024,2024-05-15,2024-05-17,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,DGM,0.266,0.482,0.17,0,0.082
D,2024,2024-05-15,2024-05-17,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,None,0.211,0.433,0.281,0,0.075
D,2024,2024-05-15,2024-05-17,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,CC,0.148,0.442,0.306,0,0.104
D,2024,2024-05-17,2024-05-18,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.267,0.336,0.336,0,0.061
D,2024,2024-05-17,2024-05-18,Dataland Daily,National,Online,200,Adults,None,0.18,0.32,0.27,0.07,0.16
D,2024,2024-05-16,2024-05-18,No Province Left Behind,Amperville,IVR,500,LV,None,0.022,0.246,0.63,0,0.102
D,2024,2024-05-16,2024-05-18,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,PDAL,0.287,0.411,0.236,0,0.066
D,2024,2024-05-16,2024-05-18,Dataland Daily,National,Online,200,Adults,None,0.19,0.295,0.31,0.075,0.13
D,2024,2024-05-16,2024-05-18,Dataland Register-Gazette,National,Live caller,1500,RV,None,0.199,0.3,0.352,0.056,0.093
D,2024,2024-05-18,2024-05-19,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,CC,0.39,0.258,0.23,0,0.122
D,2024,2024-05-18,2024-05-19,Dataland Daily,National,Online,200,Adults,None,0.16,0.32,0.3,0.045,0.175
D,2024,2024-05-18,2024-05-19,Proudly Paid For Polling,National,Online,1000,LV,PDAL,0.176,0.268,0.423,0.066,0.067
D,2024,2024-05-17,2024-05-19,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.051,0.214,0.099,0.58,0.056
D,2024,2024-05-19,2024-05-20,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.289,0.286,0.332,0,0.093
D,2024,2024-05-19,2024-05-20,Dataland Daily,National,Online,200,Adults,None,0.195,0.26,0.35,0.03,0.165
D,2024,2024-05-18,2024-05-20,No Province Left Behind,Binaryshire,IVR,500,LV,None,0.784,0.024,0.118,0,0.074
D,2024,2024-05-18,2024-05-20,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,None,0.159,0.218,0.289,0.271,0.063
D,2024,2024-05-18,2024-05-20,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.269,0.343,0.291,0,0.097
D,2024,2024-05-18,2024-05-20,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.341,0.355,0.203,0,0.101
D,2024,2024-05-20,2024-05-21,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,None,0.169,0.201,0.3,0.236,0.093
D,2024,2024-05-20,2024-05-21,Dataland Daily,National,Online,200,Adults,None,0.135,0.35,0.285,0.085,0.145
D,2024,2024-05-19,2024-05-21,Metaflux University,Quantumridge,IVR,1500,RV,None,0.157,0.337,0.419,0,0.087
D,2024,2024-05-21,2024-05-22,Proudly Paid For Polling,Cortexia,Online,1000,LV,CC,0.194,0.217,0.249,0.284,0.056
D,2024,2024-05-21,2024-05-22,Dataland Daily,National,Online,200,Adults,None,0.285,0.25,0.28,0.035,0.15
D,2024,2024-05-21,2024-05-22,Proudly Paid For Polling,Quantumridge,Online,1000,LV,CC,0.177,0.339,0.418,0,0.066
D,2024,2024-05-20,2024-05-22,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.153,0.222,0.247,0.297,0.081
D,2024,2024-05-20,2024-05-22,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.239,0.247,0.373,0.061,0.081
D,2024,2024-05-22,2024-05-23,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,None,0.296,0.314,0.319,0,0.071
D,2024,2024-05-22,2024-05-23,Dataland Daily,National,Online,200,Adults,None,0.17,0.325,0.285,0.085,0.135
D,2024,2024-05-21,2024-05-23,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,CC,0.423,0.146,0.372,0,0.059
D,2024,2024-05-23,2024-05-24,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.285,0.119,0.491,0,0.105
D,2024,2024-05-23,2024-05-24,Progressive Polling,Cerebrica,Live caller,1000,LV,None,0.323,0.29,0.243,0.071,0.073
D,2024,2024-05-23,2024-05-24,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.382,0.335,0.199,0,0.085
D,2024,2024-05-23,2024-05-24,Dataland Daily,National,Online,200,Adults,None,0.195,0.315,0.26,0.08,0.15
D,2024,2024-05-23,2024-05-24,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,None,0.308,0.176,0.198,0.23,0.087
D,2024,2024-05-22,2024-05-24,Proudly Paid For Polling,Neuronia,Online,1000,LV,DGM,0.048,0.247,0.11,0.532,0.063
D,2024,2024-05-23,2024-05-25,Progressive Polling,Circuiton,Live caller,1000,LV,None,0.081,0.414,0.434,0,0.071
D,2024,2024-05-25,2024-05-26,Dataland Daily,National,Online,200,Adults,None,0.195,0.285,0.305,0.065,0.15
D,2024,2024-05-24,2024-05-26,Metaflux University,Binaryshire,IVR,1500,RV,None,0.797,0.018,0.083,0,0.102
D,2024,2024-05-24,2024-05-26,Dataland Daily,National,Online,200,Adults,None,0.205,0.28,0.315,0.05,0.15
D,2024,2024-05-25,2024-05-27,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.377,0.332,0.215,0,0.075
D,2024,2024-05-25,2024-05-27,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,None,0.096,0.324,0.482,0,0.097
D,2024,2024-05-27,2024-05-28,Progressive Polling,Byteforge Domain,Live caller,1000,LV,None,0.354,0.116,0.453,0,0.077
D,2024,2024-05-27,2024-05-28,Dataland Daily,National,Online,200,Adults,None,0.17,0.23,0.445,0.045,0.11
D,2024,2024-05-27,2024-05-28,Synapse Strategies,Neuronia,Online,1000,LV,None,0.066,0.226,0.135,0.531,0.042
D,2024,2024-05-27,2024-05-28,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,None,0.205,0.231,0.279,0.229,0.055
D,2024,2024-05-26,2024-05-28,Dataland Daily,National,Online,200,Adults,None,0.205,0.29,0.36,0.055,0.09
D,2024,2024-05-28,2024-05-29,Progressive Polling,Byteforge Domain,Live caller,1000,LV,None,0.313,0.115,0.501,0,0.071
D,2024,2024-05-28,2024-05-29,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.267,0.345,0.336,0,0.052
D,2024,2024-05-28,2024-05-29,Proudly Paid For Polling,Electropolis,Online,1000,LV,DGM,0.264,0.397,0.264,0,0.075
D,2024,2024-05-28,2024-05-29,Proudly Paid For Polling,Infoglen,Online,1000,LV,DGM,0.268,0.425,0.251,0,0.056
D,2024,2024-05-28,2024-05-29,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,None,0.313,0.275,0.345,0,0.067
D,2024,2024-05-27,2024-05-29,No Province Left Behind,Neuronia,IVR,500,LV,None,0.056,0.238,0.13,0.504,0.072
D,2024,2024-05-29,2024-05-30,Dataland Daily,National,Online,200,Adults,None,0.21,0.28,0.375,0.025,0.11
D,2024,2024-05-29,2024-05-30,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.044,0.173,0.098,0.627,0.058
D,2024,2024-05-28,2024-05-30,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,LV,None,0.172,0.332,0.424,0,0.072
D,2024,2024-05-28,2024-05-30,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,None,0.274,0.31,0.356,0,0.06
D,2024,2024-05-28,2024-05-30,Dataland Daily,National,Online,200,Adults,None,0.12,0.335,0.34,0.065,0.14
D,2024,2024-05-28,2024-05-30,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,None,0.18,0.193,0.314,0.228,0.085
D,2024,2024-05-30,2024-05-31,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,CC,0.35,0.274,0.289,0,0.087
D,2024,2024-05-30,2024-05-31,Dataland Daily,National,Online,200,Adults,None,0.13,0.32,0.37,0.06,0.12
D,2024,2024-05-31,2024-06-01,Dataland Daily,National,Online,200,Adults,None,0.16,0.285,0.345,0.055,0.155
D,2024,2024-05-30,2024-06-01,Progressive Polling,Byteforge Domain,Live caller,1000,LV,PDAL,0.292,0.125,0.511,0,0.072
D,2024,2024-05-30,2024-06-01,Metaflux University,Infinitron Peninsula,IVR,1500,RV,None,0.386,0.309,0.217,0,0.089
D,2024,2024-05-30,2024-06-01,Proudly Paid For Polling,Quantumridge,Online,1000,LV,DGM,0.122,0.382,0.435,0,0.061
D,2024,2024-05-30,2024-06-01,Proudly Paid For Polling,Voltagea,Online,1000,LV,PDAL,0.086,0.383,0.473,0,0.058
D,2024,2024-06-01,2024-06-02,Dataland Daily,National,Online,200,Adults,None,0.155,0.315,0.315,0.07,0.145
D,2024,2024-06-02,2024-06-03,Progressive Polling,Circuiton,Live caller,1000,LV,None,0.083,0.413,0.451,0,0.053
D,2024,2024-06-02,2024-06-03,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,PDAL,0.293,0.256,0.404,0,0.047
D,2024,2024-06-02,2024-06-03,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.366,0.18,0.324,0.051,0.08
D,2024,2024-06-02,2024-06-03,No Province Left Behind,National,IVR,500,LV,None,0.204,0.35,0.348,0.05,0.048
D,2024,2024-06-03,2024-06-04,Proudly Paid For Polling,Binaryshire,Online,1000,LV,PDAL,0.756,0.022,0.166,0,0.056
D,2024,2024-06-02,2024-06-04,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.077,0.419,0.445,0,0.058
D,2024,2024-06-02,2024-06-04,Dataland Daily,National,Online,200,Adults,None,0.14,0.28,0.39,0.06,0.13
D,2024,2024-06-02,2024-06-04,Proudly Paid For Polling,Neuronia,Online,1000,LV,PDAL,0.054,0.251,0.15,0.506,0.039
D,2024,2024-06-04,2024-06-05,Synapse Strategies,Cerebrica,Online,1000,LV,None,0.293,0.308,0.276,0.061,0.062
D,2024,2024-06-03,2024-06-05,Dataland Daily,National,Online,200,Adults,None,0.215,0.33,0.255,0.065,0.135
D,2024,2024-06-03,2024-06-05,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,None,0.148,0.422,0.362,0,0.07
D,2024,2024-06-05,2024-06-06,Proudly Paid For Polling,Binaryshire,Online,1000,LV,CC,0.819,0.011,0.119,0,0.051
D,2024,2024-06-05,2024-06-06,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.095,0.451,0.406,0,0.047
D,2024,2024-06-05,2024-06-06,Dataland Daily,National,Online,200,Adults,None,0.23,0.375,0.295,0.03,0.07
D,2024,2024-06-05,2024-06-06,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.222,0.265,0.407,0.056,0.049
D,2024,2024-06-04,2024-06-06,Dataland Daily,National,Online,200,Adults,None,0.255,0.255,0.28,0.04,0.17
D,2024,2024-06-05,2024-06-07,No Province Left Behind,Binaryshire,IVR,500,LV,None,0.776,0.028,0.148,0,0.048
D,2024,2024-06-05,2024-06-07,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,CC,0.386,0.118,0.453,0,0.043
D,2024,2024-06-05,2024-06-07,Metaflux University,Infoglen,IVR,1500,RV,None,0.307,0.332,0.296,0,0.065
E,2024,2024-04-02,2024-04-03,Dataland Daily,National,Online,200,Adults,None,0.15,0.28,0.32,0.02,0.23
E,2024,2024-04-03,2024-04-04,Dataland Daily,National,Online,200,Adults,None,0.115,0.335,0.285,0.015,0.25
E,2024,2024-04-03,2024-04-04,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.246,0.297,0.288,0.038,0.132
E,2024,2024-04-05,2024-04-06,Dataland Daily,National,Online,200,Adults,None,0.18,0.38,0.235,0.035,0.17
E,2024,2024-04-05,2024-04-06,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,None,0.122,0.296,0.27,0.14,0.172
E,2024,2024-04-04,2024-04-06,Progressive Polling,Electropolis,Live caller,1000,Adults,None,0.182,0.387,0.286,0,0.145
E,2024,2024-04-04,2024-04-06,Dataland Daily,National,Online,200,Adults,None,0.115,0.325,0.25,0.065,0.245
E,2024,2024-04-06,2024-04-07,Dataland Daily,National,Online,200,Adults,None,0.135,0.335,0.25,0.035,0.245
E,2024,2024-04-05,2024-04-07,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,None,0.243,0.114,0.512,0,0.131
E,2024,2024-04-05,2024-04-07,No Province Left Behind,Neuronia,IVR,500,RV,None,0.03,0.304,0.08,0.43,0.156
E,2024,2024-04-07,2024-04-08,Dataland Daily,National,Online,200,Adults,None,0.125,0.43,0.255,0.03,0.16
E,2024,2024-04-08,2024-04-09,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.097,0.436,0.308,0,0.16
E,2024,2024-04-08,2024-04-09,Dataland Daily,National,Online,200,Adults,None,0.2,0.365,0.215,0.03,0.19
E,2024,2024-04-09,2024-04-10,Dataland Daily,National,Online,200,Adults,None,0.115,0.34,0.245,0.045,0.255
E,2024,2024-04-08,2024-04-10,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.241,0.326,0.282,0,0.152
E,2024,2024-04-11,2024-04-12,Dataland Daily,National,Online,200,Adults,None,0.085,0.455,0.215,0.04,0.205
E,2024,2024-04-10,2024-04-12,Dataland Daily,National,Online,200,Adults,None,0.135,0.38,0.23,0.035,0.22
E,2024,2024-04-13,2024-04-14,Dataland Daily,National,Online,200,Adults,None,0.15,0.31,0.305,0.015,0.22
E,2024,2024-04-12,2024-04-14,Dataland Daily,National,Online,200,Adults,None,0.11,0.295,0.27,0.03,0.295
E,2024,2024-04-15,2024-04-16,Dataland Daily,National,Online,200,Adults,None,0.075,0.385,0.265,0.05,0.225
E,2024,2024-04-14,2024-04-16,Progressive Polling,Circuiton,Live caller,1000,Adults,PDAL,0.053,0.5,0.329,0,0.118
E,2024,2024-04-14,2024-04-16,Dataland Daily,National,Online,200,Adults,None,0.115,0.43,0.195,0.03,0.23
E,2024,2024-04-16,2024-04-17,Dataland Daily,National,Online,200,Adults,None,0.16,0.375,0.295,0.03,0.14
E,2024,2024-04-16,2024-04-17,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,None,0.07,0.438,0.336,0,0.156
E,2024,2024-04-17,2024-04-18,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.237,0.357,0.26,0,0.145
