"scenario","type_of_poll","date","pollster","geography","sample_size","party","value"
"A","national",2024-04-07,"Dataland Daily","National",200,"CC",48
"A","national",2024-04-07,"Dataland Daily","National",200,"DGM",51
"A","national",2024-04-07,"Dataland Daily","National",200,"PDAL",87
"A","national",2024-04-07,"Dataland Daily","National",200,"SS",14
"A","national",2024-04-08,"Dataland Daily","National",200,"CC",60
"A","national",2024-04-08,"Dataland Daily","National",200,"DGM",60
"A","national",2024-04-08,"Dataland Daily","National",200,"PDAL",75
"A","national",2024-04-08,"Dataland Daily","National",200,"SS",5
"A","national",2024-04-10,"Dataland Daily","National",200,"CC",58
"A","national",2024-04-10,"Dataland Daily","National",200,"DGM",34
"A","national",2024-04-10,"Dataland Daily","National",200,"PDAL",94
"A","national",2024-04-10,"Dataland Daily","National",200,"SS",14
"A","national",2024-04-11,"Dataland Daily","National",200,"CC",46
"A","national",2024-04-11,"Dataland Daily","National",200,"DGM",54
"A","national",2024-04-11,"Dataland Daily","National",200,"PDAL",84
"A","national",2024-04-11,"Dataland Daily","National",200,"SS",16
"A","national",2024-04-11,"Dataland Daily","National",200,"CC",51
"A","national",2024-04-11,"Dataland Daily","National",200,"DGM",60
"A","national",2024-04-11,"Dataland Daily","National",200,"PDAL",76
"A","national",2024-04-11,"Dataland Daily","National",200,"SS",13
"A","national",2024-04-12,"Dataland Daily","National",200,"CC",50
"A","national",2024-04-12,"Dataland Daily","National",200,"DGM",47
"A","national",2024-04-12,"Dataland Daily","National",200,"PDAL",88
"A","national",2024-04-12,"Dataland Daily","National",200,"SS",15
"A","national",2024-04-13,"Dataland Daily","National",200,"CC",78
"A","national",2024-04-13,"Dataland Daily","National",200,"DGM",43
"A","national",2024-04-13,"Dataland Daily","National",200,"PDAL",64
"A","national",2024-04-13,"Dataland Daily","National",200,"SS",14
"A","national",2024-04-14,"Dataland Daily","National",200,"CC",76
"A","national",2024-04-14,"Dataland Daily","National",200,"DGM",49
"A","national",2024-04-14,"Dataland Daily","National",200,"PDAL",65
"A","national",2024-04-14,"Dataland Daily","National",200,"SS",10
"A","national",2024-04-16,"Dataland Daily","National",200,"CC",53
"A","national",2024-04-16,"Dataland Daily","National",200,"DGM",42
"A","national",2024-04-16,"Dataland Daily","National",200,"PDAL",95
"A","national",2024-04-16,"Dataland Daily","National",200,"SS",10
"A","national",2024-04-16,"Dataland Daily","National",200,"CC",61
"A","national",2024-04-16,"Dataland Daily","National",200,"DGM",46
"A","national",2024-04-16,"Dataland Daily","National",200,"PDAL",81
"A","national",2024-04-16,"Dataland Daily","National",200,"SS",12
"A","national",2024-04-18,"Dataland Daily","National",200,"CC",77
"A","national",2024-04-18,"Dataland Daily","National",200,"DGM",46
"A","national",2024-04-18,"Dataland Daily","National",200,"PDAL",61
"A","national",2024-04-18,"Dataland Daily","National",200,"SS",15
"A","national",2024-04-18,"Dataland Daily","National",200,"CC",62
"A","national",2024-04-18,"Dataland Daily","National",200,"DGM",60
"A","national",2024-04-18,"Dataland Daily","National",200,"PDAL",74
"A","national",2024-04-18,"Dataland Daily","National",200,"SS",4
"A","national",2024-04-19,"Dataland Daily","National",200,"CC",46
"A","national",2024-04-19,"Dataland Daily","National",200,"DGM",63
"A","national",2024-04-19,"Dataland Daily","National",200,"PDAL",69
"A","national",2024-04-19,"Dataland Daily","National",200,"SS",21
"A","national",2024-04-21,"Dataland Daily","National",200,"CC",64
"A","national",2024-04-21,"Dataland Daily","National",200,"DGM",58
"A","national",2024-04-21,"Dataland Daily","National",200,"PDAL",58
"A","national",2024-04-21,"Dataland Daily","National",200,"SS",19
"A","national",2024-04-21,"Dataland Daily","National",200,"CC",77
"A","national",2024-04-21,"Dataland Daily","National",200,"DGM",42
"A","national",2024-04-21,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-04-21,"Dataland Daily","National",200,"SS",7
"A","national",2024-04-23,"Dataland Daily","National",200,"CC",62
"A","national",2024-04-23,"Dataland Daily","National",200,"DGM",49
"A","national",2024-04-23,"Dataland Daily","National",200,"PDAL",72
"A","national",2024-04-23,"Dataland Daily","National",200,"SS",17
"A","national",2024-04-24,"Dataland Daily","National",200,"CC",48
"A","national",2024-04-24,"Dataland Daily","National",200,"DGM",43
"A","national",2024-04-24,"Dataland Daily","National",200,"PDAL",84
"A","national",2024-04-24,"Dataland Daily","National",200,"SS",24
"A","national",2024-04-24,"Dataland Daily","National",200,"CC",50
"A","national",2024-04-24,"Dataland Daily","National",200,"DGM",43
"A","national",2024-04-24,"Dataland Daily","National",200,"PDAL",88
"A","national",2024-04-24,"Dataland Daily","National",200,"SS",18
"A","national",2024-04-24,"Big Dataland Surveys","National",10000,"CC",3147
"A","national",2024-04-24,"Big Dataland Surveys","National",10000,"DGM",2660
"A","national",2024-04-24,"Big Dataland Surveys","National",10000,"PDAL",3492
"A","national",2024-04-24,"Big Dataland Surveys","National",10000,"SS",701
"A","national",2024-04-26,"Dataland Daily","National",200,"CC",62
"A","national",2024-04-26,"Dataland Daily","National",200,"DGM",46
"A","national",2024-04-26,"Dataland Daily","National",200,"PDAL",68
"A","national",2024-04-26,"Dataland Daily","National",200,"SS",24
"A","national",2024-04-26,"Dataland Daily","National",200,"CC",49
"A","national",2024-04-26,"Dataland Daily","National",200,"DGM",49
"A","national",2024-04-26,"Dataland Daily","National",200,"PDAL",92
"A","national",2024-04-26,"Dataland Daily","National",200,"SS",9
"A","national",2024-04-27,"Dataland Daily","National",200,"CC",48
"A","national",2024-04-27,"Dataland Daily","National",200,"DGM",47
"A","national",2024-04-27,"Dataland Daily","National",200,"PDAL",97
"A","national",2024-04-27,"Dataland Daily","National",200,"SS",7
"A","national",2024-04-29,"Dataland Daily","National",200,"CC",56
"A","national",2024-04-29,"Dataland Daily","National",200,"DGM",54
"A","national",2024-04-29,"Dataland Daily","National",200,"PDAL",72
"A","national",2024-04-29,"Dataland Daily","National",200,"SS",18
"A","national",2024-04-29,"Dataland Daily","National",200,"CC",47
"A","national",2024-04-29,"Dataland Daily","National",200,"DGM",47
"A","national",2024-04-29,"Dataland Daily","National",200,"PDAL",77
"A","national",2024-04-29,"Dataland Daily","National",200,"SS",28
"A","national",2024-04-29,"Dataland Register-Gazette","National",1500,"CC",470
"A","national",2024-04-29,"Dataland Register-Gazette","National",1500,"DGM",318
"A","national",2024-04-29,"Dataland Register-Gazette","National",1500,"PDAL",567
"A","national",2024-04-29,"Dataland Register-Gazette","National",1500,"SS",146
"A","national",2024-04-30,"Dataland Daily","National",200,"CC",43
"A","national",2024-04-30,"Dataland Daily","National",200,"DGM",65
"A","national",2024-04-30,"Dataland Daily","National",200,"PDAL",78
"A","national",2024-04-30,"Dataland Daily","National",200,"SS",14
"A","national",2024-05-01,"Dataland Daily","National",200,"CC",54
"A","national",2024-05-01,"Dataland Daily","National",200,"DGM",51
"A","national",2024-05-01,"Dataland Daily","National",200,"PDAL",78
"A","national",2024-05-01,"Dataland Daily","National",200,"SS",18
"A","national",2024-05-01,"Proudly Paid For Polling","National",1000,"CC",280
"A","national",2024-05-01,"Proudly Paid For Polling","National",1000,"DGM",252
"A","national",2024-05-01,"Proudly Paid For Polling","National",1000,"PDAL",406
"A","national",2024-05-01,"Proudly Paid For Polling","National",1000,"SS",61
"A","national",2024-05-02,"Dataland Daily","National",200,"CC",53
"A","national",2024-05-02,"Dataland Daily","National",200,"DGM",49
"A","national",2024-05-02,"Dataland Daily","National",200,"PDAL",86
"A","national",2024-05-02,"Dataland Daily","National",200,"SS",11
"A","national",2024-05-03,"Dataland Daily","National",200,"CC",68
"A","national",2024-05-03,"Dataland Daily","National",200,"DGM",48
"A","national",2024-05-03,"Dataland Daily","National",200,"PDAL",76
"A","national",2024-05-03,"Dataland Daily","National",200,"SS",8
"A","national",2024-05-04,"Dataland Daily","National",200,"CC",70
"A","national",2024-05-04,"Dataland Daily","National",200,"DGM",42
"A","national",2024-05-04,"Dataland Daily","National",200,"PDAL",77
"A","national",2024-05-04,"Dataland Daily","National",200,"SS",11
"A","national",2024-05-05,"Dataland Daily","National",200,"CC",72
"A","national",2024-05-05,"Dataland Daily","National",200,"DGM",45
"A","national",2024-05-05,"Dataland Daily","National",200,"PDAL",68
"A","national",2024-05-05,"Dataland Daily","National",200,"SS",15
"A","national",2024-05-06,"Dataland Daily","National",200,"CC",61
"A","national",2024-05-06,"Dataland Daily","National",200,"DGM",44
"A","national",2024-05-06,"Dataland Daily","National",200,"PDAL",86
"A","national",2024-05-06,"Dataland Daily","National",200,"SS",9
"A","national",2024-05-07,"Dataland Daily","National",200,"CC",51
"A","national",2024-05-07,"Dataland Daily","National",200,"DGM",54
"A","national",2024-05-07,"Dataland Daily","National",200,"PDAL",83
"A","national",2024-05-07,"Dataland Daily","National",200,"SS",13
"A","national",2024-05-08,"Dataland Daily","National",200,"CC",60
"A","national",2024-05-08,"Dataland Daily","National",200,"DGM",48
"A","national",2024-05-08,"Dataland Daily","National",200,"PDAL",87
"A","national",2024-05-08,"Dataland Daily","National",200,"SS",6
"A","national",2024-05-09,"Cobolite Coalition Calling","National",2000,"CC",816
"A","national",2024-05-09,"Cobolite Coalition Calling","National",2000,"DGM",340
"A","national",2024-05-09,"Cobolite Coalition Calling","National",2000,"PDAL",688
"A","national",2024-05-09,"Cobolite Coalition Calling","National",2000,"SS",156
"A","national",2024-05-10,"Dataland Daily","National",200,"CC",62
"A","national",2024-05-10,"Dataland Daily","National",200,"DGM",58
"A","national",2024-05-10,"Dataland Daily","National",200,"PDAL",70
"A","national",2024-05-10,"Dataland Daily","National",200,"SS",10
"A","national",2024-05-11,"Dataland Daily","National",200,"CC",60
"A","national",2024-05-11,"Dataland Daily","National",200,"DGM",48
"A","national",2024-05-11,"Dataland Daily","National",200,"PDAL",81
"A","national",2024-05-11,"Dataland Daily","National",200,"SS",11
"A","national",2024-05-11,"No Province Left Behind","National",500,"CC",175
"A","national",2024-05-11,"No Province Left Behind","National",500,"DGM",129
"A","national",2024-05-11,"No Province Left Behind","National",500,"PDAL",166
"A","national",2024-05-11,"No Province Left Behind","National",500,"SS",30
"A","national",2024-05-12,"Dataland Daily","National",200,"CC",61
"A","national",2024-05-12,"Dataland Daily","National",200,"DGM",46
"A","national",2024-05-12,"Dataland Daily","National",200,"PDAL",80
"A","national",2024-05-12,"Dataland Daily","National",200,"SS",13
"A","national",2024-05-13,"Dataland Daily","National",200,"CC",53
"A","national",2024-05-13,"Dataland Daily","National",200,"DGM",44
"A","national",2024-05-13,"Dataland Daily","National",200,"PDAL",84
"A","national",2024-05-13,"Dataland Daily","National",200,"SS",19
"A","national",2024-05-14,"Dataland Daily","National",200,"CC",46
"A","national",2024-05-14,"Dataland Daily","National",200,"DGM",59
"A","national",2024-05-14,"Dataland Daily","National",200,"PDAL",87
"A","national",2024-05-14,"Dataland Daily","National",200,"SS",7
"A","national",2024-05-15,"Dataland Daily","National",200,"CC",75
"A","national",2024-05-15,"Dataland Daily","National",200,"DGM",38
"A","national",2024-05-15,"Dataland Daily","National",200,"PDAL",76
"A","national",2024-05-15,"Dataland Daily","National",200,"SS",11
"A","national",2024-05-15,"Dataland Daily","National",200,"CC",47
"A","national",2024-05-15,"Dataland Daily","National",200,"DGM",57
"A","national",2024-05-15,"Dataland Daily","National",200,"PDAL",75
"A","national",2024-05-15,"Dataland Daily","National",200,"SS",21
"A","national",2024-05-16,"Dataland Daily","National",200,"CC",49
"A","national",2024-05-16,"Dataland Daily","National",200,"DGM",61
"A","national",2024-05-16,"Dataland Daily","National",200,"PDAL",74
"A","national",2024-05-16,"Dataland Daily","National",200,"SS",16
"A","national",2024-05-17,"Dataland Daily","National",200,"CC",50
"A","national",2024-05-17,"Dataland Daily","National",200,"DGM",61
"A","national",2024-05-17,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-05-17,"Dataland Daily","National",200,"SS",16
"A","national",2024-05-18,"Dataland Daily","National",200,"CC",61
"A","national",2024-05-18,"Dataland Daily","National",200,"DGM",55
"A","national",2024-05-18,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-05-18,"Dataland Daily","National",200,"SS",11
"A","national",2024-05-19,"Dataland Daily","National",200,"CC",68
"A","national",2024-05-19,"Dataland Daily","National",200,"DGM",44
"A","national",2024-05-19,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-05-19,"Dataland Daily","National",200,"SS",15
"A","national",2024-05-21,"Dataland Daily","National",200,"CC",56
"A","national",2024-05-21,"Dataland Daily","National",200,"DGM",41
"A","national",2024-05-21,"Dataland Daily","National",200,"PDAL",84
"A","national",2024-05-21,"Dataland Daily","National",200,"SS",20
"A","national",2024-05-21,"Dataland Daily","National",200,"CC",61
"A","national",2024-05-21,"Dataland Daily","National",200,"DGM",59
"A","national",2024-05-21,"Dataland Daily","National",200,"PDAL",66
"A","national",2024-05-21,"Dataland Daily","National",200,"SS",14
"A","national",2024-05-22,"Dataland Daily","National",200,"CC",65
"A","national",2024-05-22,"Dataland Daily","National",200,"DGM",35
"A","national",2024-05-22,"Dataland Daily","National",200,"PDAL",84
"A","national",2024-05-22,"Dataland Daily","National",200,"SS",16
"A","national",2024-05-24,"Dataland Daily","National",200,"CC",51
"A","national",2024-05-24,"Dataland Daily","National",200,"DGM",56
"A","national",2024-05-24,"Dataland Daily","National",200,"PDAL",75
"A","national",2024-05-24,"Dataland Daily","National",200,"SS",17
"A","national",2024-05-25,"Dataland Daily","National",200,"CC",73
"A","national",2024-05-25,"Dataland Daily","National",200,"DGM",51
"A","national",2024-05-25,"Dataland Daily","National",200,"PDAL",64
"A","national",2024-05-25,"Dataland Daily","National",200,"SS",12
"A","national",2024-05-25,"Dataland Daily","National",200,"CC",75
"A","national",2024-05-25,"Dataland Daily","National",200,"DGM",50
"A","national",2024-05-25,"Dataland Daily","National",200,"PDAL",61
"A","national",2024-05-25,"Dataland Daily","National",200,"SS",14
"A","national",2024-05-26,"Dataland Register-Gazette","National",1500,"CC",496
"A","national",2024-05-26,"Dataland Register-Gazette","National",1500,"DGM",337
"A","national",2024-05-26,"Dataland Register-Gazette","National",1500,"PDAL",575
"A","national",2024-05-26,"Dataland Register-Gazette","National",1500,"SS",92
"A","national",2024-05-27,"No Province Left Behind","National",500,"CC",156
"A","national",2024-05-27,"No Province Left Behind","National",500,"DGM",148
"A","national",2024-05-27,"No Province Left Behind","National",500,"PDAL",162
"A","national",2024-05-27,"No Province Left Behind","National",500,"SS",34
"A","national",2024-05-27,"Dataland Daily","National",200,"CC",59
"A","national",2024-05-27,"Dataland Daily","National",200,"DGM",42
"A","national",2024-05-27,"Dataland Daily","National",200,"PDAL",84
"A","national",2024-05-27,"Dataland Daily","National",200,"SS",16
"A","national",2024-05-28,"Dataland Daily","National",200,"CC",40
"A","national",2024-05-28,"Dataland Daily","National",200,"DGM",55
"A","national",2024-05-28,"Dataland Daily","National",200,"PDAL",90
"A","national",2024-05-28,"Dataland Daily","National",200,"SS",15
"A","national",2024-05-28,"Dataland Daily","National",200,"CC",49
"A","national",2024-05-28,"Dataland Daily","National",200,"DGM",65
"A","national",2024-05-28,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-05-28,"Dataland Daily","National",200,"SS",12
"A","national",2024-05-30,"Dataland Daily","National",200,"CC",62
"A","national",2024-05-30,"Dataland Daily","National",200,"DGM",48
"A","national",2024-05-30,"Dataland Daily","National",200,"PDAL",79
"A","national",2024-05-30,"Dataland Daily","National",200,"SS",11
"A","national",2024-05-30,"No Province Left Behind","National",500,"CC",142
"A","national",2024-05-30,"No Province Left Behind","National",500,"DGM",150
"A","national",2024-05-30,"No Province Left Behind","National",500,"PDAL",174
"A","national",2024-05-30,"No Province Left Behind","National",500,"SS",34
"A","national",2024-05-30,"Dataland Daily","National",200,"CC",44
"A","national",2024-05-30,"Dataland Daily","National",200,"DGM",62
"A","national",2024-05-30,"Dataland Daily","National",200,"PDAL",86
"A","national",2024-05-30,"Dataland Daily","National",200,"SS",8
"A","national",2024-06-01,"Dataland Daily","National",200,"CC",59
"A","national",2024-06-01,"Dataland Daily","National",200,"DGM",48
"A","national",2024-06-01,"Dataland Daily","National",200,"PDAL",74
"A","national",2024-06-01,"Dataland Daily","National",200,"SS",19
"A","national",2024-06-01,"Dataland Daily","National",200,"CC",41
"A","national",2024-06-01,"Dataland Daily","National",200,"DGM",63
"A","national",2024-06-01,"Dataland Daily","National",200,"PDAL",78
"A","national",2024-06-01,"Dataland Daily","National",200,"SS",17
"A","national",2024-06-03,"Cobolite Coalition Calling","National",2000,"CC",677
"A","national",2024-06-03,"Cobolite Coalition Calling","National",2000,"DGM",461
"A","national",2024-06-03,"Cobolite Coalition Calling","National",2000,"PDAL",659
"A","national",2024-06-03,"Cobolite Coalition Calling","National",2000,"SS",203
"A","national",2024-06-03,"Dataland Daily","National",200,"CC",62
"A","national",2024-06-03,"Dataland Daily","National",200,"DGM",46
"A","national",2024-06-03,"Dataland Daily","National",200,"PDAL",74
"A","national",2024-06-03,"Dataland Daily","National",200,"SS",18
"A","national",2024-06-04,"Dataland Daily","National",200,"CC",51
"A","national",2024-06-04,"Dataland Daily","National",200,"DGM",53
"A","national",2024-06-04,"Dataland Daily","National",200,"PDAL",87
"A","national",2024-06-04,"Dataland Daily","National",200,"SS",9
"A","national",2024-06-04,"Dataland Daily","National",200,"CC",55
"A","national",2024-06-04,"Dataland Daily","National",200,"DGM",45
"A","national",2024-06-04,"Dataland Daily","National",200,"PDAL",84
"A","national",2024-06-04,"Dataland Daily","National",200,"SS",16
"A","national",2024-06-04,"Dataland Register-Gazette","National",1500,"CC",456
"A","national",2024-06-04,"Dataland Register-Gazette","National",1500,"DGM",349
"A","national",2024-06-04,"Dataland Register-Gazette","National",1500,"PDAL",562
"A","national",2024-06-04,"Dataland Register-Gazette","National",1500,"SS",133
"A","national",2024-06-06,"Dataland Daily","National",200,"CC",70
"A","national",2024-06-06,"Dataland Daily","National",200,"DGM",47
"A","national",2024-06-06,"Dataland Daily","National",200,"PDAL",65
"A","national",2024-06-06,"Dataland Daily","National",200,"SS",19
"A","national",2024-06-07,"Dataland Daily","National",200,"CC",37
"A","national",2024-06-07,"Dataland Daily","National",200,"DGM",58
"A","national",2024-06-07,"Dataland Daily","National",200,"PDAL",82
"A","national",2024-06-07,"Dataland Daily","National",200,"SS",24
"A","national",2024-06-07,"Big Dataland Surveys","National",10000,"CC",2564
"A","national",2024-06-07,"Big Dataland Surveys","National",10000,"DGM",2766
"A","national",2024-06-07,"Big Dataland Surveys","National",10000,"PDAL",3915
"A","national",2024-06-07,"Big Dataland Surveys","National",10000,"SS",755
"A","national",2024-06-07,"Dataland Daily","National",200,"CC",48
"A","national",2024-06-07,"Dataland Daily","National",200,"DGM",63
"A","national",2024-06-07,"Dataland Daily","National",200,"PDAL",64
"A","national",2024-06-07,"Dataland Daily","National",200,"SS",24
"A","national",2024-06-09,"Dataland Daily","National",200,"CC",54
"A","national",2024-06-09,"Dataland Daily","National",200,"DGM",53
"A","national",2024-06-09,"Dataland Daily","National",200,"PDAL",81
"A","national",2024-06-09,"Dataland Daily","National",200,"SS",12
"A","national",2024-06-09,"Dataland Daily","National",200,"CC",65
"A","national",2024-06-09,"Dataland Daily","National",200,"DGM",49
"A","national",2024-06-09,"Dataland Daily","National",200,"PDAL",62
"A","national",2024-06-09,"Dataland Daily","National",200,"SS",24
"A","national",2024-06-11,"Dataland Daily","National",200,"CC",48
"A","national",2024-06-11,"Dataland Daily","National",200,"DGM",61
"A","national",2024-06-11,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-06-11,"Dataland Daily","National",200,"SS",17
"A","national",2024-06-11,"Dataland Daily","National",200,"CC",51
"A","national",2024-06-11,"Dataland Daily","National",200,"DGM",59
"A","national",2024-06-11,"Dataland Daily","National",200,"PDAL",77
"A","national",2024-06-11,"Dataland Daily","National",200,"SS",13
"A","national",2024-06-12,"Dataland Register-Gazette","National",1500,"CC",448
"A","national",2024-06-12,"Dataland Register-Gazette","National",1500,"DGM",351
"A","national",2024-06-12,"Dataland Register-Gazette","National",1500,"PDAL",574
"A","national",2024-06-12,"Dataland Register-Gazette","National",1500,"SS",127
"A","national",2024-06-13,"Dataland Daily","National",200,"CC",65
"A","national",2024-06-13,"Dataland Daily","National",200,"DGM",53
"A","national",2024-06-13,"Dataland Daily","National",200,"PDAL",72
"A","national",2024-06-13,"Dataland Daily","National",200,"SS",10
"A","national",2024-06-13,"Dataland Daily","National",200,"CC",53
"A","national",2024-06-13,"Dataland Daily","National",200,"DGM",61
"A","national",2024-06-13,"Dataland Daily","National",200,"PDAL",74
"A","national",2024-06-13,"Dataland Daily","National",200,"SS",12
"A","national",2024-06-14,"Dataland Daily","National",200,"CC",44
"A","national",2024-06-14,"Dataland Daily","National",200,"DGM",65
"A","national",2024-06-14,"Dataland Daily","National",200,"PDAL",73
"A","national",2024-06-14,"Dataland Daily","National",200,"SS",18
"A","national",2024-06-15,"Dataland Daily","National",200,"CC",58
"A","national",2024-06-15,"Dataland Daily","National",200,"DGM",41
"A","national",2024-06-15,"Dataland Daily","National",200,"PDAL",89
"A","national",2024-06-15,"Dataland Daily","National",200,"SS",12
"A","national",2024-06-15,"Big Dataland Surveys","National",10000,"CC",2323
"A","national",2024-06-15,"Big Dataland Surveys","National",10000,"DGM",2756
"A","national",2024-06-15,"Big Dataland Surveys","National",10000,"PDAL",4203
"A","national",2024-06-15,"Big Dataland Surveys","National",10000,"SS",718
"A","national",2024-06-16,"Dataland Register-Gazette","National",1500,"CC",413
"A","national",2024-06-16,"Dataland Register-Gazette","National",1500,"DGM",407
"A","national",2024-06-16,"Dataland Register-Gazette","National",1500,"PDAL",574
"A","national",2024-06-16,"Dataland Register-Gazette","National",1500,"SS",105
