year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
2001,2001-04-24,2001-04-26,Metaflux University,Byteforge Domain,IVR,1500,Adults,None,0.301,0.083,0.489,0,0.127
2001,2001-04-24,2001-04-26,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.149,0.29,0.311,0.148,0.102
2001,2001-04-25,2001-04-27,Dataland Daily,National,Online,200,Adults,None,0.13,0.35,0.265,0.03,0.225
2001,2001-04-26,2001-04-27,Dataland Daily,National,Online,200,Adults,None,0.145,0.305,0.37,0.03,0.15
2001,2001-04-26,2001-04-27,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.119,0.318,0.284,0.148,0.131
2001,2001-04-27,2001-04-29,No Province Left Behind,Binaryshire,IVR,500,RV,None,0.714,0.024,0.164,0,0.098
2001,2001-04-28,2001-04-29,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.271,0.269,0.309,0,0.151
2001,2001-04-27,2001-04-29,Dataland Daily,National,Online,200,Adults,None,0.105,0.305,0.365,0.05,0.175
2001,2001-04-29,2001-04-30,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.18,0.317,0.316,0.047,0.139
2001,2001-04-29,2001-04-30,Proudly Paid For Polling,Circuit Confederation,Online,1000,RV,CC,0.069,0.467,0.372,0,0.092
2001,2001-04-28,2001-04-30,Synapse Strategies,Cortexia,Online,1000,RV,None,0.098,0.259,0.336,0.167,0.14
2001,2001-04-28,2001-04-30,Proudly Paid For Polling,Cortexia,Online,1000,RV,PDAL,0.116,0.271,0.351,0.149,0.113
2001,2001-04-28,2001-04-30,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,None,0.219,0.319,0.351,0,0.111
2001,2001-04-28,2001-04-30,Dataland Daily,National,Online,200,Adults,None,0.125,0.4,0.26,0.045,0.17
2001,2001-04-30,2001-05-01,Proudly Paid For Polling,Binaryshire,Online,1000,RV,PDAL,0.613,0.033,0.217,0,0.137
2001,2001-04-30,2001-05-01,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.109,0.267,0.369,0.136,0.119
2001,2001-04-30,2001-05-01,Proudly Paid For Polling,Metaflux Realm,Online,1000,RV,PDAL,0.205,0.266,0.446,0,0.083
2001,2001-04-29,2001-05-01,Dataland Daily,National,Online,200,Adults,None,0.095,0.3,0.35,0.04,0.215
2001,2001-04-30,2001-05-01,Dataland Daily,National,Online,200,Adults,None,0.13,0.345,0.33,0.015,0.18
2001,2001-05-01,2001-05-02,Proudly Paid For Polling,Cortexia,Online,1000,RV,PDAL,0.122,0.267,0.379,0.143,0.089
2001,2001-05-01,2001-05-02,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.287,0.261,0.356,0,0.096
2001,2001-05-01,2001-05-02,Dataland Daily,National,Online,200,Adults,None,0.125,0.375,0.305,0.025,0.17
2001,2001-05-01,2001-05-02,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.14,0.299,0.299,0.144,0.117
2001,2001-05-01,2001-05-03,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.212,0.327,0.3,0.049,0.112
2001,2001-05-01,2001-05-03,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,None,0.076,0.447,0.377,0,0.1
2001,2001-05-01,2001-05-03,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.084,0.463,0.354,0,0.099
2001,2001-05-02,2001-05-03,Dataland Daily,National,Online,200,Adults,None,0.11,0.445,0.305,0.01,0.13
2001,2001-05-02,2001-05-03,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.127,0.34,0.272,0.151,0.109
2001,2001-05-03,2001-05-05,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,RV,None,0.257,0.286,0.361,0,0.096
2001,2001-05-03,2001-05-05,Dataland Daily,National,Online,200,Adults,None,0.09,0.42,0.285,0.035,0.17
2001,2001-05-03,2001-05-05,No Province Left Behind,Quantumridge,IVR,500,RV,None,0.122,0.288,0.468,0,0.122
2001,2001-05-03,2001-05-05,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,None,0.05,0.444,0.359,0,0.148
2001,2001-05-05,2001-05-06,Proudly Paid For Polling,Binaryshire,Online,1000,RV,PDAL,0.668,0.024,0.208,0,0.1
2001,2001-05-04,2001-05-06,Synapse Strategies,Cerebrica,Online,1000,RV,SSP,0.164,0.375,0.286,0.052,0.123
2001,2001-05-04,2001-05-06,Cobolite Coalition Calling,Circuiton,IVR,2000,RV,CC,0.069,0.558,0.279,0,0.094
2001,2001-05-04,2001-05-06,Metaflux University,Infoglen,IVR,1500,RV,None,0.223,0.327,0.307,0,0.143
2001,2001-05-04,2001-05-06,Dataland Daily,National,Online,200,Adults,None,0.155,0.26,0.355,0.04,0.19
2001,2001-05-05,2001-05-06,Dataland Daily,National,Online,200,Adults,None,0.095,0.355,0.31,0.02,0.22
2001,2001-05-04,2001-05-06,Proudly Paid For Polling,Neuronia,Online,1000,RV,PDAL,0.059,0.366,0.193,0.29,0.092
2001,2001-05-06,2001-05-08,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.358,0.107,0.437,0,0.099
2001,2001-05-06,2001-05-08,Progressive Polling,Circuiton,Live caller,1000,Adults,None,0.027,0.513,0.377,0,0.083
2001,2001-05-07,2001-05-08,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.127,0.257,0.369,0.141,0.106
2001,2001-05-06,2001-05-08,Dataland Daily,National,Online,200,Adults,None,0.14,0.405,0.315,0.02,0.12
2001,2001-05-07,2001-05-08,No Province Left Behind,Neuronia,IVR,500,RV,None,0.046,0.324,0.136,0.434,0.06
2001,2001-05-07,2001-05-08,Proudly Paid For Polling,Neuronia,Online,1000,RV,CC,0.069,0.378,0.146,0.312,0.095
2001,2001-05-08,2001-05-09,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.064,0.423,0.378,0,0.136
2001,2001-05-08,2001-05-09,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.269,0.254,0.396,0,0.081
2001,2001-05-07,2001-05-09,Dataland Daily,National,Online,200,Adults,None,0.155,0.43,0.245,0.025,0.145
2001,2001-05-09,2001-05-10,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,None,0.175,0.373,0.328,0.048,0.077
2001,2001-05-09,2001-05-10,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,None,0.089,0.259,0.425,0.139,0.088
2001,2001-05-08,2001-05-10,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.225,0.269,0.382,0,0.124
2001,2001-05-08,2001-05-10,Dataland Daily,National,Online,200,Adults,None,0.095,0.42,0.28,0.02,0.185
2001,2001-05-09,2001-05-10,Dataland Daily,National,Online,200,Adults,None,0.11,0.365,0.34,0.035,0.15
2001,2001-05-08,2001-05-10,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.148,0.286,0.348,0.13,0.088
2001,2001-05-09,2001-05-11,Metaflux University,Binaryshire,IVR,1500,RV,None,0.669,0.019,0.169,0,0.143
2001,2001-05-09,2001-05-11,Cobolite Coalition Calling,National,IVR,2000,RV,None,0.152,0.358,0.348,0.024,0.118
2001,2001-05-10,2001-05-11,Dataland Daily,National,Online,200,Adults,None,0.14,0.29,0.36,0.005,0.205
2001,2001-05-09,2001-05-11,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,None,0.041,0.505,0.366,0,0.087
2001,2001-05-09,2001-05-11,Proudly Paid For Polling,Voltagea,Online,1000,LV,PDAL,0.028,0.432,0.455,0,0.085
2001,2001-05-10,2001-05-12,No Province Left Behind,Amperville,IVR,500,LV,None,0.028,0.292,0.558,0,0.122
2001,2001-05-10,2001-05-12,Proudly Paid For Polling,Binaryshire,Online,1000,LV,DGM,0.65,0.037,0.201,0,0.112
2001,2001-05-10,2001-05-12,Progressive Polling,Cerebrica,Live caller,1000,Adults,None,0.145,0.374,0.315,0.046,0.12
2001,2001-05-11,2001-05-12,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,None,0.065,0.413,0.391,0,0.131
2001,2001-05-11,2001-05-12,Dataland Daily,National,Online,200,Adults,None,0.125,0.355,0.34,0.03,0.15
2001,2001-05-12,2001-05-13,Dataland Daily,National,Online,200,Adults,None,0.12,0.42,0.24,0.035,0.185
2001,2001-05-11,2001-05-13,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,CC,0.074,0.333,0.144,0.312,0.138
2001,2001-05-13,2001-05-14,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.151,0.415,0.291,0,0.143
2001,2001-05-13,2001-05-14,Dataland Daily,National,Online,200,Adults,None,0.14,0.395,0.275,0.025,0.165
2001,2001-05-12,2001-05-14,Dataland Register-Gazette,Synapse Territories,Live caller,1500,RV,None,0.111,0.325,0.347,0.14,0.077
2001,2001-05-13,2001-05-15,No Province Left Behind,Binaryshire,IVR,500,LV,None,0.68,0.046,0.17,0,0.104
2001,2001-05-14,2001-05-15,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,CC,0.32,0.249,0.329,0,0.102
2001,2001-05-14,2001-05-15,Synapse Strategies,Neuronia,Online,1000,LV,None,0.057,0.33,0.158,0.362,0.093
2001,2001-05-14,2001-05-16,Proudly Paid For Polling,Amperville,Online,1000,LV,PDAL,0.016,0.259,0.656,0,0.069
2001,2001-05-15,2001-05-16,Proudly Paid For Polling,Binaryshire,Online,1000,LV,PDAL,0.662,0.028,0.249,0,0.061
2001,2001-05-15,2001-05-16,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,None,0.069,0.498,0.352,0,0.082
2001,2001-05-14,2001-05-16,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,None,0.214,0.341,0.364,0,0.081
2001,2001-05-14,2001-05-16,Dataland Daily,National,Online,200,Adults,None,0.135,0.36,0.325,0.01,0.17
2001,2001-05-15,2001-05-16,Dataland Daily,National,Online,200,Adults,None,0.12,0.255,0.425,0.03,0.17
2001,2001-05-15,2001-05-16,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,None,0.12,0.321,0.343,0.149,0.067
2001,2001-05-14,2001-05-16,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,CC,0.068,0.394,0.406,0,0.132
2001,2001-05-15,2001-05-17,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.273,0.125,0.49,0,0.111
2001,2001-05-15,2001-05-17,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,None,0.254,0.265,0.396,0,0.085
2001,2001-05-16,2001-05-18,Dataland Daily,National,Online,200,Adults,None,0.115,0.27,0.385,0.02,0.21
2001,2001-05-18,2001-05-19,No Province Left Behind,Binaryshire,IVR,500,LV,None,0.694,0.03,0.194,0,0.082
2001,2001-05-17,2001-05-19,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,CC,0.388,0.105,0.439,0,0.068
2001,2001-05-18,2001-05-19,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.297,0.128,0.514,0,0.061
2001,2001-05-18,2001-05-19,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,None,0.269,0.267,0.373,0,0.091
2001,2001-05-17,2001-05-19,Dataland Daily,National,Online,200,Adults,None,0.09,0.45,0.3,0.02,0.14
2001,2001-05-18,2001-05-19,Dataland Daily,National,Online,200,Adults,None,0.095,0.375,0.355,0.02,0.155
2001,2001-05-18,2001-05-19,No Province Left Behind,National,IVR,500,LV,None,0.168,0.442,0.284,0.022,0.084
2001,2001-05-17,2001-05-19,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,CC,0.064,0.567,0.252,0,0.117
2001,2001-05-18,2001-05-20,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,None,0.749,0.022,0.125,0,0.104
2001,2001-05-18,2001-05-20,Cobolite Coalition Calling,Circuiton,IVR,2000,RV,None,0.025,0.564,0.302,0,0.108
2001,2001-05-18,2001-05-20,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,None,0.118,0.515,0.294,0,0.073
2001,2001-05-19,2001-05-20,Dataland Daily,National,Online,200,Adults,None,0.095,0.36,0.33,0.025,0.19
2001,2001-05-19,2001-05-21,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.273,0.121,0.487,0,0.119
2001,2001-05-19,2001-05-21,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.107,0.538,0.299,0,0.056
2001,2001-05-19,2001-05-21,Metaflux University,Infoglen,IVR,1500,RV,None,0.198,0.407,0.305,0,0.089
2001,2001-05-20,2001-05-21,Dataland Daily,National,Online,200,Adults,None,0.095,0.48,0.25,0.035,0.14
2001,2001-05-21,2001-05-22,Proudly Paid For Polling,Amperville,Online,1000,LV,CC,0.019,0.312,0.577,0,0.092
2001,2001-05-20,2001-05-22,No Province Left Behind,National,IVR,500,LV,None,0.138,0.366,0.392,0.052,0.052
2001,2001-05-20,2001-05-22,Proudly Paid For Polling,National,Online,1000,LV,CC,0.175,0.392,0.33,0.036,0.067
2001,2001-05-21,2001-05-22,Dataland Daily,National,Online,200,Adults,None,0.075,0.42,0.32,0.03,0.155
2001,2001-05-20,2001-05-22,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.099,0.385,0.298,0.133,0.085
2001,2001-05-21,2001-05-23,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,DGM,0.318,0.148,0.481,0,0.053
2001,2001-05-21,2001-05-23,Proudly Paid For Polling,National,Online,1000,LV,DGM,0.133,0.467,0.311,0.023,0.066
2001,2001-05-22,2001-05-23,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,PDAL,0.12,0.323,0.358,0.134,0.065
2001,2001-05-22,2001-05-24,Proudly Paid For Polling,Amperville,Online,1000,LV,CC,0.023,0.362,0.532,0,0.083
2001,2001-05-22,2001-05-24,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,CC,0.356,0.123,0.449,0,0.072
2001,2001-05-22,2001-05-24,Progressive Polling,Cerebrica,Live caller,1000,Adults,PDAL,0.16,0.344,0.348,0.055,0.093
2001,2001-05-22,2001-05-24,Proudly Paid For Polling,Infoglen,Online,1000,LV,DGM,0.19,0.419,0.327,0,0.064
2001,2001-05-23,2001-05-24,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,None,0.225,0.351,0.349,0,0.075
2001,2001-05-22,2001-05-24,Dataland Daily,National,Online,200,Adults,None,0.115,0.43,0.29,0.03,0.135
2001,2001-05-23,2001-05-24,Proudly Paid For Polling,Neuronia,Online,1000,LV,PDAL,0.055,0.319,0.196,0.361,0.069
2001,2001-05-24,2001-05-25,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.302,0.107,0.497,0,0.093
2001,2001-05-23,2001-05-25,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,None,0.171,0.397,0.303,0.066,0.063
2001,2001-05-23,2001-05-25,Proudly Paid For Polling,Cerebrica,Online,1000,LV,CC,0.217,0.401,0.28,0.054,0.048
2001,2001-05-23,2001-05-25,Dataland Daily,National,Online,200,Adults,None,0.13,0.41,0.285,0.025,0.15
2001,2001-05-24,2001-05-25,No Province Left Behind,National,IVR,500,LV,None,0.15,0.384,0.346,0.042,0.078
2001,2001-05-23,2001-05-25,Metaflux University,Quantumridge,IVR,1500,RV,None,0.112,0.373,0.414,0,0.101
2001,2001-05-24,2001-05-25,Metaflux University,Quantumridge,IVR,1500,RV,None,0.124,0.452,0.348,0,0.076
2001,2001-05-24,2001-05-26,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,DGM,0.293,0.178,0.459,0,0.07
2001,2001-05-25,2001-05-26,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,DGM,0.298,0.389,0.246,0,0.067
2001,2001-05-24,2001-05-26,Dataland Daily,National,Online,200,Adults,None,0.095,0.42,0.315,0.03,0.14
2001,2001-05-25,2001-05-27,Dataland Daily,National,Online,200,Adults,None,0.12,0.46,0.25,0.025,0.145
2001,2001-05-25,2001-05-27,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.157,0.386,0.35,0.035,0.072
2001,2001-05-27,2001-05-28,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,None,0.103,0.28,0.383,0.169,0.065
2001,2001-05-26,2001-05-28,Dataland Daily,National,Online,200,Adults,None,0.1,0.455,0.3,0.035,0.11
2001,2001-05-27,2001-05-28,Dataland Daily,National,Online,200,Adults,None,0.12,0.45,0.265,0.025,0.14
2001,2001-05-28,2001-05-29,Dataland Daily,National,Online,200,Adults,None,0.09,0.425,0.3,0.03,0.155
2001,2001-05-28,2001-05-30,Progressive Polling,Byteforge Domain,Live caller,1000,LV,PDAL,0.29,0.094,0.555,0,0.061
2001,2001-05-29,2001-05-30,Proudly Paid For Polling,Cortexia,Online,1000,LV,CC,0.147,0.295,0.344,0.151,0.063
2001,2001-05-29,2001-05-30,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.107,0.558,0.256,0,0.079
2001,2001-05-29,2001-05-30,Proudly Paid For Polling,Electropolis,Online,1000,LV,PDAL,0.098,0.498,0.323,0,0.081
2001,2001-05-29,2001-05-30,Dataland Daily,National,Online,200,Adults,None,0.15,0.33,0.36,0.025,0.135
2001,2001-05-30,2001-05-31,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.026,0.287,0.608,0,0.08
2001,2001-05-30,2001-05-31,Synapse Strategies,Cortexia,Online,1000,LV,None,0.112,0.292,0.36,0.161,0.075
2001,2001-05-30,2001-05-31,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,None,0.115,0.553,0.275,0,0.057
2001,2001-05-30,2001-05-31,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,None,0.32,0.365,0.242,0,0.073
2001,2001-05-30,2001-05-31,Dataland Daily,National,Online,200,Adults,None,0.17,0.395,0.28,0.03,0.125
2001,2001-05-31,2001-06-01,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,None,0.041,0.609,0.287,0,0.063
2001,2001-05-31,2001-06-01,Big Dataland Surveys,Synapse Territories,Online,10000,RV,None,0.12,0.327,0.319,0.148,0.086
2001,2001-05-31,2001-06-01,Dataland Register-Gazette,Voltagea,Live caller,1500,LV,None,0.045,0.551,0.351,0,0.053
2001,2001-05-31,2001-06-02,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,PDAL,0.061,0.495,0.401,0,0.043
2001,2001-06-01,2001-06-02,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,CC,0.165,0.17,0.398,0.168,0.099
2001,2001-06-01,2001-06-02,Proudly Paid For Polling,Infoglen,Online,1000,LV,CC,0.294,0.333,0.318,0,0.055
2001,2001-05-31,2001-06-02,Dataland Daily,National,Online,200,Adults,None,0.15,0.395,0.285,0.045,0.125
2001,2001-06-01,2001-06-02,Dataland Daily,National,Online,200,Adults,None,0.185,0.335,0.325,0.025,0.13
2001,2001-06-01,2001-06-03,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,CC,0.818,0.012,0.091,0,0.08
2001,2001-06-02,2001-06-03,Proudly Paid For Polling,Binaryshire,Online,1000,LV,CC,0.733,0.024,0.167,0,0.076
2001,2001-06-02,2001-06-03,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.279,0.113,0.537,0,0.071
2001,2001-06-02,2001-06-03,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,None,0.054,0.52,0.352,0,0.074
2001,2001-06-02,2001-06-03,Dataland Daily,National,Online,200,Adults,None,0.105,0.395,0.34,0.025,0.135
2001,2001-06-02,2001-06-03,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.045,0.328,0.158,0.41,0.059
2001,2001-06-02,2001-06-04,No Province Left Behind,Amperville,IVR,500,LV,None,0.012,0.352,0.57,0,0.066
2001,2001-06-03,2001-06-04,Proudly Paid For Polling,Circuiton,Online,1000,LV,CC,0.039,0.598,0.317,0,0.046
2001,2001-06-02,2001-06-04,Metaflux University,Infoglen,IVR,1500,RV,None,0.237,0.343,0.336,0,0.085
2001,2001-06-02,2001-06-04,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,None,0.143,0.319,0.335,0.153,0.049
2001,2001-06-03,2001-06-05,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.016,0.38,0.558,0,0.046
2001,2001-06-03,2001-06-05,Metaflux University,Byteforge Domain,IVR,1500,RV,None,0.308,0.141,0.492,0,0.059
2001,2001-06-03,2001-06-05,Dataland Daily,National,Online,200,Adults,None,0.13,0.425,0.3,0.055,0.09
2001,2001-06-04,2001-06-06,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.275,0.128,0.549,0,0.049
2001,2001-06-05,2001-06-06,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,LV,None,0.071,0.519,0.381,0,0.03
2001,2001-06-05,2001-06-06,Proudly Paid For Polling,Circuiton,Online,1000,LV,DGM,0.033,0.666,0.243,0,0.058
2001,2001-06-04,2001-06-06,Proudly Paid For Polling,Cortexia,Online,1000,LV,CC,0.124,0.265,0.372,0.185,0.054
2001,2001-06-05,2001-06-06,Progressive Polling,Cortexia,Live caller,1000,LV,PDAL,0.107,0.26,0.456,0.131,0.046
2001,2001-06-04,2001-06-06,Dataland Daily,National,Online,200,Adults,None,0.095,0.435,0.315,0.04,0.115
2001,2001-06-05,2001-06-06,Dataland Daily,National,Online,200,Adults,None,0.145,0.385,0.315,0.035,0.12
2001,2001-06-05,2001-06-07,Proudly Paid For Polling,Cerebrica,Online,1000,LV,PDAL,0.166,0.374,0.385,0.044,0.031
2001,2001-06-05,2001-06-07,Progressive Polling,Circuiton,Live caller,1000,LV,None,0.039,0.597,0.328,0,0.036
2001,2001-06-06,2001-06-08,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,None,0.311,0.133,0.509,0,0.047
2001,2001-06-07,2001-06-08,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,PDAL,0.296,0.334,0.319,0,0.051
2001,2001-06-06,2001-06-08,Dataland Daily,National,Online,200,Adults,None,0.17,0.43,0.25,0.05,0.1
2001,2001-06-07,2001-06-08,Dataland Daily,National,Online,200,Adults,None,0.115,0.455,0.29,0.035,0.105
2001,2001-06-07,2001-06-08,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.206,0.39,0.304,0.038,0.06
2001,2001-06-07,2001-06-09,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,None,0.188,0.404,0.289,0.07,0.049
2001,2001-06-08,2001-06-09,Metaflux University,Metaflux Realm,IVR,1500,RV,None,0.283,0.279,0.368,0,0.071
2001,2001-06-07,2001-06-09,Proudly Paid For Polling,National,Online,1000,LV,PDAL,0.157,0.351,0.423,0.031,0.038
2001,2001-06-08,2001-06-10,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.101,0.561,0.298,0,0.04
2001,2001-06-08,2001-06-10,Dataland Daily,National,Online,200,Adults,None,0.115,0.35,0.405,0.035,0.095
2001,2001-06-08,2001-06-10,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.175,0.381,0.369,0.031,0.045
2001,2001-06-09,2001-06-10,Dataland Daily,National,Online,200,Adults,None,0.125,0.45,0.28,0.03,0.115
2001,2001-06-08,2001-06-10,Proudly Paid For Polling,Neuronia,Online,1000,LV,DGM,0.061,0.414,0.133,0.345,0.047
2001,2001-06-10,2001-06-11,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.217,0.339,0.378,0,0.066
2001,2001-06-10,2001-06-11,Metaflux University,Quantumridge,IVR,1500,RV,None,0.14,0.321,0.471,0,0.068
2001,2001-06-11,2001-06-12,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,None,0.299,0.281,0.381,0,0.039
2001,2001-06-10,2001-06-12,Dataland Daily,National,Online,200,Adults,None,0.135,0.42,0.32,0.035,0.09
2001,2001-06-11,2001-06-13,Dataland Daily,National,Online,200,Adults,None,0.08,0.44,0.38,0.025,0.075
2001,2001-06-12,2001-06-13,Dataland Daily,National,Online,200,Adults,None,0.12,0.39,0.35,0.03,0.11
2001,2001-06-12,2001-06-14,Cobolite Coalition Calling,Quantumridge,IVR,2000,RV,CC,0.145,0.413,0.382,0,0.06
2001,2001-06-13,2001-06-14,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,None,0.169,0.248,0.348,0.143,0.092
2001,2001-06-13,2001-06-15,Dataland Daily,National,Online,200,Adults,None,0.17,0.365,0.265,0.035,0.165
2001,2001-06-14,2001-06-15,Dataland Daily,National,Online,200,Adults,None,0.13,0.46,0.285,0.03,0.095
2001,2001-06-14,2001-06-16,Progressive Polling,Cortexia,Live caller,1000,LV,None,0.115,0.337,0.373,0.149,0.026
2001,2001-06-14,2001-06-16,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.153,0.421,0.351,0.041,0.034
2001,2001-06-15,2001-06-16,Dataland Register-Gazette,National,Live caller,1500,LV,None,0.159,0.392,0.374,0.029,0.047
2001,2001-06-15,2001-06-16,Big Dataland Surveys,National,Online,10000,RV,None,0.157,0.416,0.344,0.031,0.052
2001,2001-06-15,2001-06-16,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.054,0.353,0.141,0.425,0.027
2001,2001-06-14,2001-06-16,Metaflux University,Quantumridge,IVR,1500,RV,None,0.115,0.331,0.486,0,0.067
2001,2001-06-15,2001-06-16,Synapse Strategies,Synapse Territories,Online,1000,LV,SSP,0.152,0.332,0.313,0.18,0.023
2001,2001-06-15,2001-06-17,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.035,0.365,0.546,0,0.054
2001,2001-06-15,2001-06-17,Proudly Paid For Polling,Binaryshire,Online,1000,LV,CC,0.75,0.029,0.186,0,0.035
2001,2001-06-15,2001-06-17,Synapse Strategies,Cerebrica,Online,1000,LV,None,0.188,0.413,0.308,0.061,0.03
2001,2001-06-15,2001-06-17,Synapse Strategies,Cortexia,Online,1000,LV,None,0.142,0.301,0.35,0.171,0.036
2001,2001-06-15,2001-06-17,Electropolis Elects,Electropolis,Live caller,1000,LV,None,0.12,0.559,0.298,0,0.023
2001,2001-06-15,2001-06-17,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.258,0.311,0.379,0,0.052
2001,2001-06-15,2001-06-17,Dataland Daily,National,Online,200,Adults,None,0.13,0.425,0.315,0.035,0.095
2002,2002-04-02,2002-04-03,Dataland Daily,National,Online,200,Adults,None,0.215,0.22,0.255,0.055,0.255
2002,2002-04-03,2002-04-04,Progressive Polling,Electropolis,Live caller,1000,Adults,None,0.252,0.3,0.318,0,0.13
2002,2002-04-03,2002-04-04,Dataland Daily,National,Online,200,Adults,None,0.255,0.175,0.32,0.02,0.23
2002,2002-04-04,2002-04-05,Dataland Daily,National,Online,200,Adults,None,0.18,0.22,0.33,0.06,0.21
2002,2002-04-04,2002-04-06,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,None,0.347,0.24,0.254,0,0.16
2002,2002-04-05,2002-04-07,No Province Left Behind,Binaryshire,IVR,500,RV,None,0.722,0.022,0.138,0,0.118
2002,2002-04-06,2002-04-07,Progressive Polling,Cerebrica,Live caller,1000,Adults,None,0.208,0.32,0.231,0.056,0.185
2002,2002-04-05,2002-04-07,Dataland Daily,National,Online,200,Adults,None,0.165,0.25,0.285,0.06,0.24
2002,2002-04-06,2002-04-07,Dataland Daily,National,Online,200,Adults,None,0.115,0.25,0.28,0.065,0.29
2002,2002-04-05,2002-04-07,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,CC,0.043,0.206,0.083,0.468,0.2
